time,q,prcp,et
2009/5/17 2:00,160,0,0.2
2009/5/17 3:00,155.3333333,0,0.2
2009/5/17 4:00,150.6666667,0,0.2
2009/5/17 5:00,146,0,0.2
2009/5/17 6:00,141.3333333,0,0.2
2009/5/17 7:00,136.6666667,0,0.2
2009/5/17 8:00,132,0,0.2
2009/5/17 9:00,128.5,0,0.2
2009/5/17 10:00,125,0,0.2
2009/5/17 11:00,121.4375,0,0.2
2009/5/17 12:00,117.875,0,0.2
2009/5/17 13:00,114.3125,0,0.2
2009/5/17 14:00,110.75,0,0.2
2009/5/17 15:00,107.1875,0,0.2
2009/5/17 16:00,103.625,0,0.2
2009/5/17 17:00,100.0625,0,0.2
2009/5/17 18:00,96.5,0,0.2
2009/5/17 19:00,92.75,0,0.2
2009/5/17 20:00,89,0,0.2
2009/5/17 21:00,87.025,0,0.2
2009/5/17 22:00,85.05,0,0.2
2009/5/17 23:00,83.075,0,0.2
2009/5/18 0:00,81.1,0,0.2
2009/5/18 1:00,79.125,0,0.2
2009/5/18 2:00,77.15,0,0.2
2009/5/18 3:00,75.175,0,0.2
2009/5/18 4:00,73.2,0,0.2
2009/5/18 5:00,72.1,0,0.2
2009/5/18 6:00,71,0,0.2
2009/5/18 7:00,69.9,0,0.2
2009/5/18 8:00,68.8,0,0.2
2009/5/18 9:00,66.775,0,0.2
2009/5/18 10:00,64.75,0,0.2
2009/5/18 11:00,62.725,0,0.2
2009/5/18 12:00,60.7,0,0.2
2009/5/18 13:00,59.75,0,0.2
2009/5/18 14:00,58.8,0,0.2
2009/5/18 15:00,57.85,0,0.2
2009/5/18 16:00,56.9,0,0.2
2009/5/18 17:00,55.075,0,0.2
2009/5/18 18:00,53.25,0,0.2
2009/5/18 19:00,51.425,0,0.2
2009/5/18 20:00,49.6,0,0.2
2009/5/18 21:00,48.75,0,0.2
2009/5/18 22:00,47.9,0,0.2
2009/5/18 23:00,47.05,0,0.2
2009/5/19 0:00,46.2,0,0.2
